ID,Region,Market,Sorghum_Yellow,Sorghum_White,Sorghum_Red,Sorghum,Rice_Imported,Month,Year,Longitude,Latitude
2508,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,5.15,5.22,-,22,March,2015,35.77048443,9.640776618
2509,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.77,4.34,-,18.69,March,2015,NA,NA
2510,SNNP,Welikite,7.6,-,4.8,-,17,March,2015,37.77266735,8.27732366
2511,SNNP,Butajira,10.96,10.72,4.17,-,15.33,March,2015,38.42140499,8.173264069
2512,SNNP,Hosahna,-,-,7,-,18,March,2015,37.84747123,7.538579317
2513,SNNP,Shone,-,-,-,-,18,March,2015,37.94869425,7.134857075
2514,SNNP,Doyugena,-,-,5.19,-,16,March,2015,37.78333,7.33333
2515,SNNP,Alaba,-,-,3.2,-,16,March,2015,38.086143,7.311546
2516,SNNP,Awasa,-,-,12,-,16,March,2015,38.474819,7.058624
2517,SNNP,Hagere-Selam   ,-,-,-,-,16.64,March,2015,38.51921184,6.513880636
2518,SNNP,Dilla,-,8,-,-,16.33,March,2015,38.30745962,6.410516676
2519,SNNP,Yirega-chefie ,-,-,8,-,16.33,March,2015,38.1988827,6.16095383
2520,SNNP,Welayita sodo,-,-,6,-,16,March,2015,37.749997,6.8999964
2521,SNNP,Bodite,-,-,-,-,16.98,March,2015,37.89064905,7.038034865
2522,SNNP,Jinka,-,7.88,5.81,-,19.31,March,2015,36.56441614,5.78310286
2523,SNNP,Dimeka,-,-,-,-,20,March,2015,36.45041198,4.892522922
2524,SNNP,Masha,-,9,-,-,18,March,2015,35.47956686,7.741652627
2525,SNNP,Tepi,-,4.31,4,-,16.66,March,2015,35.36770327,7.320015599
2526,SNNP,Boniga,-,3.5,4.5,-,18.64,March,2015,36.24008346,7.388535704
2527,SNNP,Chana,-,5,4,-,18,March,2015,36.11775846,6.226550231
2528,SNNP,Arbam-minch,10,7.32,5,-,17.33,March,2015,37.5527474,6.024547891
2529,SNNP,Sawla,5.45,-,-,-,16.66,March,2015,36.87437474,6.300226567
2530,SNNP,Shewa-Bench,-,3.16,3.16,-,18.66,March,2015,35.166666,6.916663
2531,SNNP,Mizan-Teferi ,-,5,5,-,20,March,2015,35.41120174,6.883477024
2532,SNNP,Deri,-,-,4.42,-,18,March,2015,36.28577951,7.384839762
2533,SNNP,Amaro-Kele ,-,-,3.6,-,18.33,March,2015,38.03333333,6.083333333
2534,SNNP,Soyama,-,5.48,4.46,-,20,March,2015,37.88333333,5.7
2535,SNNP,Karate,-,7.67,-,-,20,March,2015,37.48333333,5.25
2536,SNNP,Gidola,-,5.04,4.32,-,20,March,2015,37.34772952,5.647078098
2537,SNNP,Tercha,-,-,4.43,-,18.66,March,2015,37.175334,7.146295
2538,SNNP,Besite-chere,-,3.7,3.5,-,17.31,March,2015,NA,NA
2539,SNNP,Lasoka,-,3.66,3.71,-,20,March,2015,36.60777815,6.30774507
2540,SNNP,Amaya,-,5.09,4.12,-,16.64,March,2015,36.68000727,7.105541206
2541,SNNP,SNNPR AVERAGE,8.21,5.53,4.72,-,17.71,March,2015,NA,NA
2542,GAMBELLA,Gambella,-,8,7,-,20,March,2015,34.58547076,8.249396585
2543,GAMBELLA,Shebo-Kire,-,-,5.29,-,20,March,2015,NA,NA
2544,GAMBELLA,Meti,-,3.25,6.02,-,18,March,2015,35.31666667,7.233333333
2545,GAMBELLA,GAMBELLA-AVERAGE,-,5.1,6.06,-,19.31,March,2015,NA,NA
2546,GAMBELLA,HARARI TOWN,10.5,11.49,7.82,-,15.83,March,2015,42.11815,9.31387
2547,DIREDAWA,Dire Dawa,-,11.16,8.65,-,15,March,2015,41.86611,9.59306
2548,DIREDAWA,Melka-Jebdu,-,10.66,9.32,11.29,15.66,March,2015,41.78365,9.61833
2549,DIREDAWA,Dire Dawa Average,-,10.94,8.58,11.29,15.55,March,2015,NA,NA
2550,DIREDAWA,Country level Average,8.33,7.41,6.06,11.39,17.31,March,2015,NA,NA
2551,ADDIS   ABABA ,Merkato,10.66,11,-,-,16,March,2015,38.73666372,9.0249999
2552,ADDIS   ABABA ,Kera,10.97,10.97,8.65,-,15,March,2015,38.75189,8.98395
2553,ADDIS   ABABA ,Zenebe work,12,-,10,-,16.66,March,2015,38.7078,8.98711
2554,ADDIS   ABABA ,Gergi,12.32,12.49,11.32,-,16.33,March,2015,38.80949,8.99538
2555,ADDIS   ABABA ,Saris,10.66,10.66,8,-,16,March,2015,38.76341,8.95198
2556,ADDIS   ABABA ,Kotebe,12,14,10,-,16,March,2015,38.83985,9.03713
2557,ADDIS   ABABA ,Ferensay Legasion,11.32,11,10,-,16,March,2015,38.77373,9.05919
2558,ADDIS   ABABA ,Shola (yeka),13,13,10.66,-,15.83,March,2015,38.79539,9.02504
2559,ADDIS   ABABA ,Asko,12,14,9.28,-,17,March,2015,38.692267,9.065301
2560,ADDIS   ABABA ,Addisu-Gebeya,10.16,10.16,-,-,16.33,March,2015,38.73727,9.05959
2561,ADDIS   ABABA ,Efoyita Gebeya,9.65,10.66,7.65,-,16,March,2015,NA,NA
2562,ADDIS   ABABA ,Akaki,11,12,9.65,-,15,March,2015,38.789162,8.895831
2563,ADDIS   ABABA ,Addis Ababa Average,11.27,11.74,9.46,-,16,March,2015,NA,NA
2564,TIGRAY,"Enda Silase	",5.97,6.88,-,-,20,April,2015,38.27211005,14.08944251
2565,TIGRAY,Endabaguna,-,-,4.32,-,-,April,2015,38.19317204,13.97860867
2566,TIGRAY,"	Adwa",5.1,-,5,-,20,April,2015,38.88818805,14.14845458
2567,TIGRAY,"	Axum",5,5.33,-,-,18,April,2015,38.71879888,14.11130791
2568,TIGRAY,"	Adigrat",-,-,-,-,18,April,2015,39.46033457,14.26667752
2569,TIGRAY,"	Wukiro",-,5.41,-,-,18,April,2015,39.599747,13.796083
2570,TIGRAY, Maichew,5.87,5.58,-,-,20,April,2015,39.541533,12.78792086
2571,TIGRAY,"	Mekelle",6.33,7.99,-,-,17.66,April,2015,39.47221911,13.48719005
2572,TIGRAY,"	Tigray Average	",5.63,6.16,4.65,-,18.78,April,2015,NA,NA
2573,AFAR,Ayisaeta,11,10,-,-,16,April,2015,41.43333,11.56667
2574,AFAR, Dubti ,-,-,10,-,18,April,2015,41.082,11.73292
2575,AFAR, Melka Werers,10.66,9.16,7.83,-,18.64,April,2015,40.18154914,9.340880502
2576,AFAR, AwashSabat Killo ,8.9,10.49,7.83,-,16.83,April,2015,8.983333333,40.16666667
2577,AFAR,Afar Average,10.14,9.87,8.5,-,17.34,April,2015,NA,NA
2578,AMHARA,Chuahit ,6.5,5.16,6.33,-,18.64,April,2015,39.311961,10.643157
2579,AMHARA,Gondar ,7,7,5,-,18.33,April,2015,37.46149667,12.59878688
2580,AMHARA,Esete,-,-,-,-,18,April,2015,37.88657423,10.92298692
2581,AMHARA,Debre-Tabor    ,8.04,6.1,6.18,-,17.66,April,2015,38.00833967,11.84769551
2582,AMHARA,Kobo,5.51,7.94,4.61,-,20.33,April,2015,39.63127424,12.16406542
2583,AMHARA,Weldiya     ,5.56,8.42,-,-,18,April,2015,39.6014117,11.82360232
2584,AMHARA,Kombolcha,7.05,7.17,6.44,-,16.66,April,2015,39.73724188,11.07807805
2585,AMHARA,Dessie,7.98,8.63,6.96,-,16.66,April,2015,39.63548793,11.11703902
2586,AMHARA,Shewa- Robit  ,5.84,5.31,-,-,16,April,2015,39.90269733,10.00580856
2587,AMHARA,Debre-Birhan,8,8,5.16,-,16,April,2015,39.52890047,9.67650294
2588,AMHARA,Mota ,6.6,5.27,4.35,-,18,April,2015,37.8807432,11.07475582
2589,AMHARA,Debre- markos,-,-,-,-,16.66,April,2015,37.72636868,10.33641293
2590,AMHARA,Dembecha,-,-,-,-,18,April,2015,37.48251554,10.56669266
2591,AMHARA,Bahir-Dar,-,7.65,-,-,18,April,2015,37.3815488,11.58416449
2592,AMHARA,Sekota,6.46,6.83,5.59,-,20.33,April,2015,39.03355257,12.62479803
2593,AMHARA,Amde work,7.75,8.03,7.75,-,18,April,2015,38.85815043,12.45920199
2594,AMHARA,Danigla,-,5.72,-,-,20,April,2015,36.83153176,11.25223153
2595,AMHARA,Chagni ,-,5,-,-,16,April,2015,36.50793596,10.95196565
2596,AMHARA,Kemise ,7.87,8.98,-,-,16,April,2015,39.85696873,10.71374234
2597,AMHARA,Bati ,7.36,6.58,-,-,16,April,2015,40.0181327,11.19153266
2598,AMHARA,Amhara Average,6.91,6.81,5.75,-,17.61,April,2015,NA,NA
2599,OROMIYA,Ghimbi,-,5,-,-,18,April,2015,35.83291974,9.163103789
2600,OROMIYA,Dembi-Dolo,-,4,4,-,20,April,2015,34.79748694,8.530219501
2601,OROMIYA,Shambu,-,-,-,-,17.31,April,2015,37.09431432,9.569809208
2602,OROMIYA,Nekemte,-,4,3.87,-,18,April,2015,36.54851971,9.09042469
2603,OROMIYA,Bedele,-,4.5,4,-,18,April,2015,36.36017384,8.454821965
2604,OROMIYA,Metu,-,5.83,5,-,16.33,April,2015,35.58726864,8.300606827
2605,OROMIYA,Jimma,-,11,7,-,34.47,April,2015,36.84385226,7.672338798
2606,OROMIYA,Agaro,5.89,4.71,4.71,-,16,April,2015,36.58627683,7.848002731
2607,OROMIYA,Ambo,-,9.77,6.75,-,15.66,April,2015,37.8446066,8.976806527
2608,OROMIYA,Weliso,-,7.75,6.6,-,15.66,April,2015,37.97073066,8.534178897
2609,OROMIYA,Ejere,-,7.43,7.65,-,20,April,2015,39.262249,8.78288
2610,OROMIYA,Fiche,9.8,9.54,7.12,10.83,16,April,2015,38.73344116,9.791083661
2611,OROMIYA,Nazareth,10.32,10.32,9,-,18,April,2015,39.26667,8.55
2612,OROMIYA,Shashe-mene ,-,-,6.66,-,16,April,2015,38.6,7.2
2613,OROMIYA,Diksise,-,-,-,-,16.33,April,2015,39.55824,8.059179
2614,OROMIYA,Asella,-,10,-,-,17.33,April,2015,39.12972322,7.949589951
2615,OROMIYA,Asebe-Teferi,-,8.75,6.66,-,15,April,2015,40.86708,9.08569
2616,OROMIYA,Bedessa,-,5,6,-,16,April,2015,40.77378712,8.902011546
2617,OROMIYA,Alemaya,-,10,7.66,-,15,April,2015,42.0166666,9.3999984
2618,OROMIYA,Boreda,-,8.83,8,-,16,April,2015,41.278686,9.331067
2619,OROMIYA,Adaba,-,-,-,-,17.33,April,2015,39.3890878,7.004454253
2620,OROMIYA,Robe,-,-,-,-,18,April,2015,39.631104,7.860619
2621,OROMIYA,Hagere-Mariam,-,-,-,-,18,April,2015,38.23603,5.63418
2622,OROMIYA,Negele-Borena,-,-,5.66,-,17,April,2015,39.583331,5.333332
2623,OROMIYA,Oromiya Average,8.41,7,6.07,10.83,17.45,April,2015,NA,NA
2624,SOMALIE,Shinile,-,-,10,-,15.33,April,2015,41.844013,9.686515
2625,SOMALIE,Arere,-,12.16,7.33,12,15,April,2015,37.6,8.51667
2626,SOMALIE,Jigjiga,-,8.83,8.24,-,16,April,2015,42.792342,9.367259
2627,SOMALIE,Hartshek,-,-,9.05,12,16,April,2015,43.3499986,9.1499994
2628,SOMALIE,Dolo,8.76,8.57,7.84,-,19.31,April,2015,42.059257,4.179211
2629,SOMALIE,Moyale,-,-,-,-,18.64,April,2015,39.056,3.527
2630,SOMALIE,Somali Average,8.76,9.73,8.44,12,16.63,April,2015,NA,NA
2631,BENISHANGUL - GUMUZ              ,Mambook,-,4,-,-,18,April,2015,NA,NA
2632,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,16.66,April,2015,NA,NA
2633,BENISHANGUL - GUMUZ              ,Asossa,-,5,4,-,18.33,April,2015,34.53730603,10.05784932
2634,BENISHANGUL - GUMUZ              ,Bambasi,-,4.07,3.99,-,20,April,2015,34.73046863,9.751504664
2635,BENISHANGUL - GUMUZ              ,Kemashi,-,4.55,4.32,-,19.31,April,2015,35.85916991,9.515450626
2636,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,5.44,4.88,-,-,April,2015,35.77048443,9.640776618
2637,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.58,4.28,-,18.42,April,2015,NA,NA
2638,SNNP,Welikite,7.7,-,4.8,-,-,April,2015,37.77266735,8.27732366
2639,SNNP,Butajira,10.67,10.35,4.84,-,15,April,2015,38.42140499,8.173264069
2640,SNNP,Hosahna,-,-,6.58,-,18,April,2015,37.84747123,7.538579317
2641,SNNP,Shone,-,-,-,-,18,April,2015,37.94869425,7.134857075
2642,SNNP,Doyugena,-,-,5,-,16.33,April,2015,37.78333,7.33333
2643,SNNP,Alaba,-,-,3.2,-,16,April,2015,38.086143,7.311546
2644,SNNP,Awasa,-,-,9.65,-,16,April,2015,38.474819,7.058624
2645,SNNP,Hagere-Selam   ,-,-,-,-,16.64,April,2015,38.51921184,6.513880636
2646,SNNP,Dilla,-,-,6.48,-,16.33,April,2015,38.30745962,6.410516676
2647,SNNP,Yirega-chefie ,-,-,8,-,16.33,April,2015,38.1988827,6.16095383
2648,SNNP,Welayita sodo,-,-,6,-,16.66,April,2015,37.749997,6.8999964
2649,SNNP,Bodite,-,-,-,-,16.66,April,2015,37.89064905,7.038034865
2650,SNNP,Jinka,-,6.69,6.58,-,20,April,2015,36.56441614,5.78310286
2651,SNNP,Dimeka,-,6.94,5.88,-,20,April,2015,36.45041198,4.892522922
2652,SNNP,Masha,-,9,-,-,20,April,2015,35.47956686,7.741652627
2653,SNNP,Tepi,-,4.31,4,-,16.66,April,2015,35.36770327,7.320015599
2654,SNNP,Boniga,-,-,-,-,18,April,2015,36.24008346,7.388535704
2655,SNNP,Chana,-,4,4,-,18,April,2015,36.11775846,6.226550231
2656,SNNP,Arbam-minch,10,8,6.65,-,17,April,2015,37.5527474,6.024547891
2657,SNNP,Sawla,4.96,-,-,-,16.98,April,2015,36.87437474,6.300226567
2658,SNNP,Shewa-Bench,-,3.53,3,-,20,April,2015,35.166666,6.916663
2659,SNNP,Mizan-Teferi ,-,5,5,-,20,April,2015,35.41120174,6.883477024
2660,SNNP,Deri,-,-,4.46,-,18,April,2015,36.28577951,7.384839762
2661,SNNP,Amaro-Kele ,-,4.26,3.63,-,18,April,2015,38.03333333,6.083333333
2662,SNNP,Soyama,-,5.22,4.48,-,20,April,2015,37.88333333,5.7
2663,SNNP,Karate,-,8.55,-,-,20,April,2015,37.48333333,5.25
2664,SNNP,Gidola,-,4.96,4.94,-,19.31,April,2015,37.34772952,5.647078098
2665,SNNP,Tercha,-,3.91,4.17,-,17.98,April,2015,37.175334,7.146295
2666,SNNP,Besite-chere,-,3.5,-,-,18,April,2015,NA,NA
2667,SNNP,Lasoka,-,-,3.8,-,20,April,2015,36.60777815,6.30774507
2668,SNNP,Amaya,-,-,4.28,-,16,April,2015,36.68000727,7.105541206
2669,SNNP,SNNPR AVERAGE,7.99,5.52,4.98,-,17.8,April,2015,NA,NA
2670,GAMBELLA,Gambella,-,8,7.32,-,20,April,2015,34.58547076,8.249396585
2671,GAMBELLA,Shebo-Kire,-,6.59,5.78,-,20,April,2015,NA,NA
2672,GAMBELLA,Meti,-,4,3.7,-,18,April,2015,35.31666667,7.233333333
2673,GAMBELLA,GAMBELLA-AVERAGE,-,5.95,5.39,-,19.31,April,2015,NA,NA
2674,GAMBELLA,HARARI TOWN,10.5,11.49,7.82,-,15.83,April,2015,42.11815,9.31387
2675,DIREDAWA,Dire Dawa,-,11.16,9,-,15,April,2015,41.86611,9.59306
2676,DIREDAWA,Melka-Jebdu,-,10.66,9.65,11,16,April,2015,41.78365,9.61833
2677,DIREDAWA,Dire Dawa Average,-,10.88,9.08,11,15.66,April,2015,NA,NA
2678,DIREDAWA,Country level Average,8.39,7.21,6.15,11.44,17.47,April,2015,NA,NA
2679,ADDIS   ABABA ,Merkato,13,13,-,-,16,April,2015,38.73666372,9.0249999
2680,ADDIS   ABABA ,Kera,11.83,12.32,7.56,-,15.66,April,2015,38.75189,8.98395
2681,ADDIS   ABABA ,Zenebe work,12.32,-,10,-,16.66,April,2015,38.7078,8.98711
2682,ADDIS   ABABA ,Gergi,12.66,14,11,-,17,April,2015,38.80949,8.99538
2683,ADDIS   ABABA ,Saris,11,11.32,-,-,16,April,2015,38.76341,8.95198
2684,ADDIS   ABABA ,Kotebe,12.66,11,10,-,16,April,2015,38.83985,9.03713
2685,ADDIS   ABABA ,Ferensay Legasion,10.32,-,10,-,16,April,2015,38.77373,9.05919
2686,ADDIS   ABABA ,Shola (yeka),13.33,14.83,12,-,15.66,April,2015,38.79539,9.02504
2687,ADDIS   ABABA ,Asko,12,14,8.96,-,17,April,2015,38.692267,9.065301
2688,ADDIS   ABABA ,Addisu-Gebeya,12.66,10.49,-,-,16.66,April,2015,38.73727,9.05959
2689,ADDIS   ABABA ,Efoyita Gebeya,10.32,10.32,7.65,-,16,April,2015,NA,NA
2690,ADDIS   ABABA ,Akaki,10,10.49,9.49,-,16,April,2015,38.789162,8.895831
2691,ADDIS   ABABA ,Addis Ababa Average,11.79,12.07,9.53,-,16.21,April,2015,NA,NA
2692,TIGRAY,"Enda Silase	",6.14,6.88,-,-,20,May,2015,38.27211005,14.08944251
2693,TIGRAY,Endabaguna,-,-,4.61,-,19.31,May,2015,38.19317204,13.97860867
2694,TIGRAY,"	Adwa",5.1,-,5,-,20,May,2015,38.88818805,14.14845458
2695,TIGRAY,"	Axum",5,5.17,-,-,18,May,2015,38.71879888,14.11130791
2696,TIGRAY,"	Adigrat",-,-,-,-,18,May,2015,39.46033457,14.26667752
2697,TIGRAY,"	Wukiro",-,-,-,-,18,May,2015,39.599747,13.796083
2698,TIGRAY, Maichew,6.57,6.17,-,-,20,May,2015,39.541533,12.78792086
2699,TIGRAY,"	Mekelle",7.81,7.16,-,-,17.33,May,2015,39.47221911,13.48719005
2700,TIGRAY,"	Tigray Average	",6.04,6.3,4.8,-,18.8,May,2015,NA,NA
2701,AFAR,Ayisaeta,10.49,11,-,-,18,May,2015,41.43333,11.56667
2702,AFAR, Dubti ,10,10,10,-,18,May,2015,41.082,11.73292
2703,AFAR, Melka Werers,-,10.66,9.83,-,17.31,May,2015,40.18154914,9.340880502
2704,AFAR, AwashSabat Killo ,9.32,9.65,8.32,-,16,May,2015,8.983333333,40.16666667
2705,AFAR,Afar Average,9.92,10.31,9.35,-,17.31,May,2015,NA,NA
2706,AMHARA,Chuahit ,6.83,5,6.92,-,19.31,May,2015,39.311961,10.643157
2707,AMHARA,Gondar ,7,6,5,-,18,May,2015,37.46149667,12.59878688
2708,AMHARA,Esete,-,-,-,-,18,May,2015,37.88657423,10.92298692
2709,AMHARA,Debre-Tabor    ,8.02,6.19,6.23,-,18,May,2015,38.00833967,11.84769551
2710,AMHARA,Kobo,5.58,7.38,4.84,-,20.65,May,2015,39.63127424,12.16406542
2711,AMHARA,Weldiya     ,6,8.46,5.74,-,18,May,2015,39.6014117,11.82360232
2712,AMHARA,Kombolcha,7.17,7.25,6.38,-,16.66,May,2015,39.73724188,11.07807805
2713,AMHARA,Dessie,7.36,7.91,7.17,-,16.33,May,2015,39.63548793,11.11703902
2714,AMHARA,Shewa- Robit  ,6.38,5.34,-,-,16,May,2015,39.90269733,10.00580856
2715,AMHARA,Debre-Birhan,8,8,5,-,16,May,2015,39.52890047,9.67650294
2716,AMHARA,Mota ,5.27,6,5.86,-,18,May,2015,37.8807432,11.07475582
2717,AMHARA,Debre- markos,-,-,-,-,16.66,May,2015,37.72636868,10.33641293
2718,AMHARA,Dembecha,-,-,-,-,18,May,2015,37.48251554,10.56669266
2719,AMHARA,Bahir-Dar,-,-,-,-,18,May,2015,37.3815488,11.58416449
2720,AMHARA,Sekota,6.85,6.3,5.49,-,20.33,May,2015,39.03355257,12.62479803
2721,AMHARA,Amde work,6.83,7.19,6.7,-,18,May,2015,38.85815043,12.45920199
2722,AMHARA,Danigla,-,5.47,-,-,20,May,2015,36.83153176,11.25223153
2723,AMHARA,Chagni ,-,5.24,5,-,17,May,2015,36.50793596,10.95196565
2724,AMHARA,Kemise ,7.55,9.95,-,-,16,May,2015,39.85696873,10.71374234
2725,AMHARA,Bati ,8.13,8.92,-,-,15.66,May,2015,40.0181327,11.19153266
2726,AMHARA,Amhara Average,6.87,6.77,5.81,-,17.67,May,2015,NA,NA
2727,OROMIYA,Ghimbi,-,5,-,-,18.64,May,2015,35.83291974,9.163103789
2728,OROMIYA,Dembi-Dolo,-,5,5,-,18,May,2015,34.79748694,8.530219501
2729,OROMIYA,Shambu,-,-,-,-,18,May,2015,37.09431432,9.569809208
2730,OROMIYA,Nekemte,-,4,3.93,-,18,May,2015,36.54851971,9.09042469
2731,OROMIYA,Bedele,-,4.5,4,-,18,May,2015,36.36017384,8.454821965
2732,OROMIYA,Metu,-,5.5,5,-,17,May,2015,35.58726864,8.300606827
2733,OROMIYA,Jimma,-,11,8,-,16,May,2015,36.84385226,7.672338798
2734,OROMIYA,Agaro,6.47,4.71,4.71,-,16,May,2015,36.58627683,7.848002731
2735,OROMIYA,Ambo,-,11.18,5.27,-,16,May,2015,37.8446066,8.976806527
2736,OROMIYA,Weliso,-,7.98,6.98,-,16,May,2015,37.97073066,8.534178897
2737,OROMIYA,Ejere,-,7.43,7.38,-,20,May,2015,39.262249,8.78288
2738,OROMIYA,Fiche,8.51,8.72,7.33,10.07,16,May,2015,38.73344116,9.791083661
2739,OROMIYA,Nazareth,10.32,10.32,9,-,18,May,2015,39.26667,8.55
2740,OROMIYA,Shashe-mene ,-,-,6.32,-,16,May,2015,38.6,7.2
2741,OROMIYA,Diksise,-,-,-,-,16.33,May,2015,39.55824,8.059179
2742,OROMIYA,Asella,-,10,-,-,16.98,May,2015,39.12972322,7.949589951
2743,OROMIYA,Asebe-Teferi,-,9,6.83,-,15.33,May,2015,40.86708,9.08569
2744,OROMIYA,Bedessa,-,5.1,6,-,16,May,2015,40.77378712,8.902011546
2745,OROMIYA,Alemaya,-,10,7.65,-,15,May,2015,42.0166666,9.3999984
2746,OROMIYA,Boreda,-,8.25,7.75,-,16,May,2015,41.278686,9.331067
2747,OROMIYA,Adaba,-,-,-,-,17.66,May,2015,39.3890878,7.004454253
2748,OROMIYA,Robe,-,-,-,-,18,May,2015,39.631104,7.860619
2749,OROMIYA,Hagere-Mariam,-,-,-,-,17.33,May,2015,38.23603,5.63418
2750,OROMIYA,Negele-Borena,-,-,5.97,-,17,May,2015,39.583331,5.333332
2751,OROMIYA,Oromiya Average,8.28,7.09,6.13,10.07,16.93,May,2015,NA,NA
2752,SOMALIE,Shinile,-,-,10,-,15,May,2015,41.844013,9.686515
2753,SOMALIE,Arere,-,11.66,7.66,12.33,15,May,2015,37.6,8.51667
2754,SOMALIE,Jigjiga,-,8.81,8.24,-,16,May,2015,42.792342,9.367259
2755,SOMALIE,Hartshek,-,9.5,9.5,12,15.66,May,2015,43.3499986,9.1499994
2756,SOMALIE,Dolo,8.61,-,7.04,-,19.31,May,2015,42.059257,4.179211
2757,SOMALIE,Moyale,-,12,-,-,18,May,2015,39.056,3.527
2758,SOMALIE,Somali Average,8.61,10.4,8.42,12.16,16.42,May,2015,NA,NA
2759,BENISHANGUL - GUMUZ              ,Mambook,-,3.32,-,1000,20,May,2015,NA,NA
2760,BENISHANGUL - GUMUZ              ,Mender-Sebat ,-,-,-,-,16.66,May,2015,NA,NA
2761,BENISHANGUL - GUMUZ              ,Asossa,-,5,4,-,18,May,2015,34.53730603,10.05784932
2762,BENISHANGUL - GUMUZ              ,Bambasi,-,3.66,3.96,-,20,May,2015,34.73046863,9.751504664
2763,BENISHANGUL - GUMUZ              ,Kemashi,-,4.36,3.6,-,19.31,May,2015,35.85916991,9.515450626
2764,BENISHANGUL - GUMUZ              ,Agelo-meti  ,-,4.79,4.63,-,22,May,2015,35.77048443,9.640776618
2765,BENISHANGUL - GUMUZ              ,BENI-GUMUZ AVERAGE,-,4.18,4.03,1000,19.25,May,2015,NA,NA
2766,SNNP,Welikite,7.5,-,4.9,-,16,May,2015,37.77266735,8.27732366
2767,SNNP,Butajira,10.77,10.72,4.84,-,15.33,May,2015,38.42140499,8.173264069
2768,SNNP,Hosahna,-,-,7,-,18,May,2015,37.84747123,7.538579317
2769,SNNP,Shone,-,-,-,-,20,May,2015,37.94869425,7.134857075
2770,SNNP,Doyugena,-,-,5.71,-,16,May,2015,37.78333,7.33333
2771,SNNP,Alaba,-,-,3.5,-,17,May,2015,38.086143,7.311546
2772,SNNP,Awasa,-,-,10,-,16,May,2015,38.474819,7.058624
2773,SNNP,Hagere-Selam   ,-,-,-,-,16,May,2015,38.51921184,6.513880636
2774,SNNP,Dilla,-,-,6.95,-,16,May,2015,38.30745962,6.410516676
2775,SNNP,Yirega-chefie ,-,-,8,-,16,May,2015,38.1988827,6.16095383
2776,SNNP,Welayita sodo,-,-,5.66,-,16,May,2015,37.749997,6.8999964
2777,SNNP,Bodite,-,-,7.32,-,17,May,2015,37.89064905,7.038034865
2778,SNNP,Jinka,-,8.56,6.49,-,19.31,May,2015,36.56441614,5.78310286
2779,SNNP,Dimeka,-,-,-,-,20,May,2015,36.45041198,4.892522922
2780,SNNP,Masha,-,-,-,-,20,May,2015,35.47956686,7.741652627
2781,SNNP,Tepi,-,4,4,-,17.66,May,2015,35.36770327,7.320015599
2782,SNNP,Boniga,-,4.5,4,-,18,May,2015,36.24008346,7.388535704
2783,SNNP,Chana,-,4,4,-,18,May,2015,36.11775846,6.226550231
2784,SNNP,Arbam-minch,10,7.32,6,-,17.33,May,2015,37.5527474,6.024547891
2785,SNNP,Sawla,8.16,-,-,-,16.64,May,2015,36.87437474,6.300226567
2786,SNNP,Shewa-Bench,-,3.41,3,-,19.66,May,2015,35.166666,6.916663
2787,SNNP,Mizan-Teferi ,-,5,5,-,20,May,2015,35.41120174,6.883477024
2788,SNNP,Deri,-,-,3.7,-,20,May,2015,36.28577951,7.384839762
2789,SNNP,Amaro-Kele ,-,-,4.69,-,18,May,2015,38.03333333,6.083333333
2790,SNNP,Soyama,-,4.51,3.95,-,18.64,May,2015,37.88333333,5.7
2791,SNNP,Karate,-,7.79,-,-,20,May,2015,37.48333333,5.25
2792,SNNP,Gidola,-,5.68,5.2,-,18.64,May,2015,37.34772952,5.647078098
2793,SNNP,Tercha,-,5.42,4.45,-,18.33,May,2015,37.175334,7.146295
2794,SNNP,Besite-chere,-,5,5,-,18,May,2015,NA,NA
2795,SNNP,Lasoka,-,-,-,-,20,May,2015,36.60777815,6.30774507
2796,SNNP,Amaya,-,6.27,5.14,-,16.64,May,2015,36.68000727,7.105541206
2797,SNNP,SNNPR AVERAGE,9.01,5.57,5.14,-,17.81,May,2015,NA,NA
2798,GAMBELLA,Gambella,-,7.65,7,-,20,May,2015,34.58547076,8.249396585
2799,GAMBELLA,Shebo-Kire,-,-,-,-,20,May,2015,NA,NA
2800,GAMBELLA,Meti,-,4.78,3.53,-,18,May,2015,35.31666667,7.233333333
2801,GAMBELLA,GAMBELLA-AVERAGE,-,6.05,4.97,-,19.31,May,2015,NA,NA
2802,GAMBELLA,HARARI TOWN,7.32,11.74,7.82,-,15.83,May,2015,42.11815,9.31387
2803,DIREDAWA,Dire Dawa,-,11.32,8,-,15,May,2015,41.86611,9.59306
2804,DIREDAWA,Melka-Jebdu,11,-,9,11.66,15.66,May,2015,41.78365,9.61833
2805,DIREDAWA,Dire Dawa Average,11,11.24,8.54,11.66,15.55,May,2015,NA,NA
2806,DIREDAWA,Country level Average,8.35,7.41,6.2,28.05,17.42,May,2015,NA,NA
2807,ADDIS   ABABA ,Merkato,10.66,10.66,-,-,16,May,2015,38.73666372,9.0249999
2808,ADDIS   ABABA ,Kera,11.66,11.66,8.32,-,15,May,2015,38.75189,8.98395
